,party,result,council,region
1740,"Партія ""Відродження""",8.82,Арцизька районна рада,Одеська обл.
1747,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Балтська районна рада,Одеська обл.
1810,"ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛІСТИ""",34.62,Коломацька районна рада,Харківська обл.
1816,"Політична партія ""Всеукраїнське об’єднання ""ЦЕНТР""",55.56,Зміївська районна рада,Харківська обл.
1821,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",34.62,Кегичівська районна рада,Харківська обл.
1822,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",30.77,Коломацька районна рада,Харківська обл.
1823,"Партія ""Відродження""",19.23,Коломацька районна рада,Харківська обл.
1824,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Коломацька районна рада,Харківська обл.
1825,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",30.77,Ізюмська районна рада,Харківська обл.
1826,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",41.18,Золочівська районна рада,Харківська обл.
1828,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.44,Зміївська районна рада,Харківська обл.
1829,"політична партія Всеукраїнське об’єднання ""Батьківщина""",13.89,Зміївська районна рада,Харківська обл.
1830,"Партія ""Відродження""",11.11,Зміївська районна рада,Харківська обл.
1834,"Партія ""Відродження""",30.77,Кегичівська районна рада,Харківська обл.
1835,"політична партія Всеукраїнське об’єднання ""Батьківщина""",23.08,Кегичівська районна рада,Харківська обл.
1836,"Політична партія ""Наш край""",11.54,Кегичівська районна рада,Харківська обл.
1837,"Партія ""Відродження""",26.92,Ізюмська районна рада,Харківська обл.
1838,Партія Пенсіонерів України,19.23,Ізюмська районна рада,Харківська обл.
1839,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Ізюмська районна рада,Харківська обл.
1840,"Партія ""Відродження""",41.18,Золочівська районна рада,Харківська обл.
1841,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Золочівська районна рада,Харківська обл.
1842,"Політична партія ""Наш край""",5.88,Золочівська районна рада,Харківська обл.
1843,"Політична партія ""Наш край""",7.69,Ізюмська районна рада,Харківська обл.
1844,"Політична партія ""Нова держава""",3.85,Ізюмська районна рада,Харківська обл.
1845,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",34.62,Зачепилівська районна рада,Харківська обл.
1846,"Партія ""Відродження""",15.38,Зачепилівська районна рада,Харківська обл.
1847,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Зачепилівська районна рада,Харківська обл.
1848,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.54,Зачепилівська районна рада,Харківська обл.
1849,Радикальна партія Олега Ляшка,11.54,Зачепилівська районна рада,Харківська обл.
1850,"ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛІСТИ""",7.69,Зачепилівська районна рада,Харківська обл.
1851,"Політична партія ""Наш край""",7.69,Зачепилівська районна рада,Харківська обл.
1852,"Партія ""Відродження""",44.44,Дергачівська районна рада,Харківська обл.
1853,"Політична партія ""Всеукраїнське об’єднання ""ЦЕНТР""",38.46,Дворічанська районна рада,Харківська обл.
1854,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",25.0,Дергачівська районна рада,Харківська обл.
1855,"Політична партія ""Об’єднання ""САМОПОМІЧ""",8.33,Дергачівська районна рада,Харківська обл.
1856,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.33,Дергачівська районна рада,Харківська обл.
1857,Радикальна партія Олега Ляшка,8.33,Дергачівська районна рада,Харківська обл.
1858,"Політична партія ""Наш край""",5.56,Дергачівська районна рада,Харківська обл.
1859,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",41.18,Вовчанська районна рада,Харківська обл.
1860,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",30.77,Дворічанська районна рада,Харківська обл.
1861,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Дворічанська районна рада,Харківська обл.
1862,"Політична партія ""Наш край""",7.69,Дворічанська районна рада,Харківська обл.
1863,"Партія ""Відродження""",7.69,Дворічанська районна рада,Харківська обл.
1864,"Політична партія ""Всеукраїнське об’єднання ""ЦЕНТР""",42.31,Великобурлуцька районна рада,Харківська обл.
1865,"Партія ""Відродження""",29.41,Валківська районна рада,Харківська обл.
1866,"Партія ""Відродження""",34.62,Борівська районна рада,Харківська обл.
1867,"Партія ""Відродження""",29.41,Вовчанська районна рада,Харківська обл.
1868,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Вовчанська районна рада,Харківська обл.
1869,"Політична партія ""Наш край""",11.76,Вовчанська районна рада,Харківська обл.
1870,"Партія ""Відродження""",38.24,Богодухівська районна рада,Харківська обл.
1871,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Великобурлуцька районна рада,Харківська обл.
1872,"Партія ""Відродження""",11.54,Великобурлуцька районна рада,Харківська обл.
1873,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Великобурлуцька районна рада,Харківська обл.
1874,"Політична партія ""Наш край""",7.69,Великобурлуцька районна рада,Харківська обл.
1875,"ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛІСТИ""",3.85,Великобурлуцька районна рада,Харківська обл.
1876,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",29.41,Валківська районна рада,Харківська обл.
1877,"політична партія Всеукраїнське об’єднання ""Батьківщина""",17.65,Валківська районна рада,Харківська обл.
1878,"Політична партія ""Наш край""",8.82,Валківська районна рада,Харківська обл.
1879,"ПОЛІТИЧНА ПАРТІЯ ""ВОЛОНТЕРСЬКА ПАРТІЯ УКРАЇНИ""",8.82,Валківська районна рада,Харківська обл.
1880,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Борівська районна рада,Харківська обл.
1881,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Борівська районна рада,Харківська обл.
1882,"Політична партія ""Нова держава""",7.69,Борівська районна рада,Харківська обл.
1883,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",7.69,Борівська районна рада,Харківська обл.
1884,"Політична партія ""Наш край""",7.69,Борівська районна рада,Харківська обл.
1885,Радикальна партія Олега Ляшка,5.88,Вовчанська районна рада,Харківська обл.
1886,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",35.29,Богодухівська районна рада,Харківська обл.
1887,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,Богодухівська районна рада,Харківська обл.
1888,"Політична партія ""Сила людей""",11.76,Богодухівська районна рада,Харківська обл.
1889,"Політична партія ""Сила людей""",5.88,Валківська районна рада,Харківська обл.
1890,"ПОЛІТИЧНА ПАРТІЯ ""ВОЛОНТЕРСЬКА ПАРТІЯ УКРАЇНИ""",7.69,Борівська районна рада,Харківська обл.
1891,"ПОЛІТИЧНА ПАРТІЯ ""ВОЛОНТЕРСЬКА ПАРТІЯ УКРАЇНИ""",42.31,Близнюківська районна рада,Харківська обл.
1892,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",15.38,Близнюківська районна рада,Харківська обл.
1893,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Близнюківська районна рада,Харківська обл.
1894,"Партія ""Відродження""",11.54,Близнюківська районна рада,Харківська обл.
1895,"ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛІСТИ""",7.69,Близнюківська районна рада,Харківська обл.
1896,"Політична партія ""Наш край""",7.69,Близнюківська районна рада,Харківська обл.
1897,"ПОЛІТИЧНА ПАРТІЯ ""ВОЛОНТЕРСЬКА ПАРТІЯ УКРАЇНИ""",29.41,Барвінківська районна рада,Харківська обл.
1898,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",29.41,Барвінківська районна рада,Харківська обл.
1899,"Політична партія ""Наш край""",17.65,Барвінківська районна рада,Харківська обл.
1900,"Політична партія ""Нова держава""",8.82,Барвінківська районна рада,Харківська обл.
1901,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Барвінківська районна рада,Харківська обл.
1902,"Партія ""Відродження""",5.88,Барвінківська районна рада,Харківська обл.
1903,Аграрна партія України,44.12,Сватівська районна рада,Луганська обл.
1904,"Політична Партія ""Опозиційний блок""",47.06,Новопсковська районна рада,Луганська обл.
1905,"Політична Партія ""Опозиційний блок""",32.35,Сватівська районна рада,Луганська обл.
1906,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Сватівська районна рада,Луганська обл.
1907,"Політична партія ""Наш край""",8.82,Сватівська районна рада,Луганська обл.
1908,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",20.59,Новопсковська районна рада,Луганська обл.
1909,"Політична партія ""Наш край""",20.59,Новопсковська районна рада,Луганська обл.
1910,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Новопсковська районна рада,Луганська обл.
1911,"Політична Партія ""Опозиційний блок""",53.85,Міловська районна рада,Луганська обл.
1912,"Політична Партія ""Опозиційний блок""",46.15,Марківська районна рада,Луганська обл.
1913,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Міловська районна рада,Луганська обл.
1914,"Політична партія ""Наш край""",15.38,Міловська районна рада,Луганська обл.
1915,"політична партія Всеукраїнське об’єднання ""Батьківщина""",7.69,Міловська районна рада,Луганська обл.
1916,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.92,Марківська районна рада,Луганська обл.
1917,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Марківська районна рада,Луганська обл.
1918,"Політична партія ""Наш край""",11.54,Марківська районна рада,Луганська обл.
1919,"Політична Партія ""Опозиційний блок""",38.24,Кремінська районна рада,Луганська обл.
1920,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",29.41,Кремінська районна рада,Луганська обл.
1921,"Політична партія ""Наш край""",14.71,Кремінська районна рада,Луганська обл.
1922,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14.71,Кремінська районна рада,Луганська обл.
1923,"Політична Партія ""Опозиційний блок""",38.46,Білокуракинська районна рада,Луганська обл.
1924,"Політична партія ""Наш край""",26.92,Білокуракинська районна рада,Луганська обл.
1925,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",15.38,Білокуракинська районна рада,Луганська обл.
1926,"політична партія Всеукраїнське об’єднання ""Батьківщина""",7.69,Білокуракинська районна рада,Луганська обл.
1927,Радикальна партія Олега Ляшка,7.69,Білокуракинська районна рада,Луганська обл.
1928,"Партія Сергія Тігіпка ""Сильна Україна""",3.85,Білокуракинська районна рада,Луганська обл.
1929,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",34.62,Доманівська районна рада,Миколаївська обл.
1930,"Політична партія ""Наш край""",30.77,Казанківська районна рада,Миколаївська обл.
1931,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",30.77,Кривоозерська районна рада,Миколаївська обл.
1932,"Політична партія ""Наш край""",23.08,Доманівська районна рада,Миколаївська обл.
1933,"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА""",23.08,Доманівська районна рада,Миколаївська обл.
1934,"Політична Партія ""Опозиційний блок""",11.54,Доманівська районна рада,Миколаївська обл.
1935,Радикальна партія Олега Ляшка,7.69,Доманівська районна рада,Миколаївська обл.
1936,"Політична Партія ""Опозиційний блок""",23.08,Казанківська районна рада,Миколаївська обл.
1937,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Казанківська районна рада,Миколаївська обл.
1938,Радикальна партія Олега Ляшка,11.54,Казанківська районна рада,Миколаївська обл.
1939,Аграрна партія України,7.69,Казанківська районна рада,Миколаївська обл.
1940,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",7.69,Казанківська районна рада,Миколаївська обл.
1941,"політична партія Всеукраїнське об’єднання ""Батьківщина""",26.92,Єланецька районна рада,Миколаївська обл.
1942,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",29.41,Миколаївська районна рада,Миколаївська обл.
1943,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.47,Жовтнева районна рада,Миколаївська обл.
1944,Українська Народна Партія,26.92,Кривоозерська районна рада,Миколаївська обл.
1945,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Кривоозерська районна рада,Миколаївська обл.
1946,"Політична Партія ""Опозиційний блок""",11.54,Кривоозерська районна рада,Миколаївська обл.
1947,"Політична партія ""Наш край""",11.54,Кривоозерська районна рада,Миколаївська обл.
1948,"Політична партія ""Наш край""",23.08,Єланецька районна рада,Миколаївська обл.
1949,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Єланецька районна рада,Миколаївська обл.
1950,"Політична партія ""Нова держава""",15.38,Єланецька районна рада,Миколаївська обл.
1951,"Політична Партія ""Опозиційний блок""",15.38,Єланецька районна рада,Миколаївська обл.
1952,"Політична партія ""Наш край""",26.47,Миколаївська районна рада,Миколаївська обл.
1953,"Політична Партія ""Опозиційний блок""",14.71,Миколаївська районна рада,Миколаївська обл.
1954,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Миколаївська районна рада,Миколаївська обл.
1955,"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА""",8.82,Миколаївська районна рада,Миколаївська обл.
1956,Радикальна партія Олега Ляшка,5.88,Миколаївська районна рада,Миколаївська обл.
1957,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Миколаївська районна рада,Миколаївська обл.
1958,"політична партія Всеукраїнське об’єднання ""Батьківщина""",20.59,Жовтнева районна рада,Миколаївська обл.
1959,"Політична Партія ""Опозиційний блок""",17.65,Жовтнева районна рада,Миколаївська обл.
1960,"Політична партія ""Наш край""",14.71,Жовтнева районна рада,Миколаївська обл.
1961,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",3.85,Кривоозерська районна рада,Миколаївська обл.
1962,"Політична партія ""Наш край""",23.08,Врадіївська районна рада,Миколаївська обл.
1963,"Політична партія ""Наш край""",29.41,Вознесенська районна рада,Миколаївська обл.
1964,Радикальна партія Олега Ляшка,8.82,Жовтнева районна рада,Миколаївська обл.
1965,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.88,Жовтнева районна рада,Миколаївська обл.
1966,політична партія ДемАльянс (Демократичний альянс),5.88,Жовтнева районна рада,Миколаївська обл.
1967,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.47,Баштанська районна рада,Миколаївська обл.
1968,"Політична партія ""Нова держава""",26.92,Березнегуватська районна рада,Миколаївська обл.
1969,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Врадіївська районна рада,Миколаївська обл.
1970,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Врадіївська районна рада,Миколаївська обл.
1971,Аграрна партія України,11.54,Врадіївська районна рада,Миколаївська обл.
1972,Українська Народна Партія,11.54,Врадіївська районна рада,Миколаївська обл.
1973,"Політична Партія ""Опозиційний блок""",7.69,Врадіївська районна рада,Миколаївська обл.
1974,Радикальна партія Олега Ляшка,7.69,Врадіївська районна рада,Миколаївська обл.
1975,"Політична Партія ""Опозиційний блок""",17.65,Вознесенська районна рада,Миколаївська обл.
1976,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Вознесенська районна рада,Миколаївська обл.
1977,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.76,Вознесенська районна рада,Миколаївська обл.
1978,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.82,Вознесенська районна рада,Миколаївська обл.
1979,Радикальна партія Олега Ляшка,5.88,Вознесенська районна рада,Миколаївська обл.
1980,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",34.62,Братська районна рада,Миколаївська обл.
1981,"політична партія Всеукраїнське об’єднання ""Батьківщина""",42.31,Устинівська районна рада,Кіровоградська обл.
1982,"Політична Партія ""Опозиційний блок""",19.23,Березанська районна рада,Миколаївська обл.
1983,Аграрна партія України,34.62,Веселинівська районна рада,Миколаївська обл.
1984,Радикальна партія Олега Ляшка,14.71,Баштанська районна рада,Миколаївська обл.
1985,"Політична партія ""Нова держава""",14.71,Баштанська районна рада,Миколаївська обл.
1986,"Політична Партія ""Опозиційний блок""",14.71,Баштанська районна рада,Миколаївська обл.
1987,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.76,Баштанська районна рада,Миколаївська обл.
1988,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Березнегуватська районна рада,Миколаївська обл.
1989,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Березнегуватська районна рада,Миколаївська обл.
1990,"Політична партія ""Наш край""",15.38,Березнегуватська районна рада,Миколаївська обл.
1991,"Політична Партія ""Опозиційний блок""",15.38,Березнегуватська районна рада,Миколаївська обл.
1992,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",3.85,Березнегуватська районна рада,Миколаївська обл.
1993,"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА""",5.88,Вознесенська районна рада,Миколаївська обл.
1994,Аграрна партія України,5.88,Вознесенська районна рада,Миколаївська обл.
1995,"Політична Партія ""Опозиційний блок""",11.54,Братська районна рада,Миколаївська обл.
1996,"Політична партія ""Нова держава""",11.54,Братська районна рада,Миколаївська обл.
1997,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",11.54,Братська районна рада,Миколаївська обл.
1998,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Братська районна рада,Миколаївська обл.
1999,Радикальна партія Олега Ляшка,11.54,Братська районна рада,Миколаївська обл.
2000,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.92,Устинівська районна рада,Кіровоградська обл.
2001,"Політична Партія ""Опозиційний блок""",15.38,Устинівська районна рада,Кіровоградська обл.
2002,Радикальна партія Олега Ляшка,7.69,Устинівська районна рада,Кіровоградська обл.
2003,Партія Пенсіонерів України,7.69,Устинівська районна рада,Кіровоградська обл.
2004,"Політична партія ""Наш край""",19.23,Березанська районна рада,Миколаївська обл.
2005,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Березанська районна рада,Миколаївська обл.
2006,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Березанська районна рада,Миколаївська обл.
2007,"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА""",7.69,Березанська районна рада,Миколаївська обл.
2008,Радикальна партія Олега Ляшка,7.69,Березанська районна рада,Миколаївська обл.
2009,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Веселинівська районна рада,Миколаївська обл.
2010,"Політична партія ""Наш край""",15.38,Веселинівська районна рада,Миколаївська обл.
2011,"Політична Партія ""Опозиційний блок""",11.54,Веселинівська районна рада,Миколаївська обл.
2012,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11.54,Веселинівська районна рада,Миколаївська обл.
2013,Радикальна партія Олега Ляшка,7.69,Веселинівська районна рада,Миколаївська обл.
2014,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8.82,Баштанська районна рада,Миколаївська обл.
2015,"Політична партія ""Наш край""",8.82,Баштанська районна рада,Миколаївська обл.
2016,"Політична партія ""Наш край""",7.69,Братська районна рада,Миколаївська обл.
2017,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",7.69,Березанська районна рада,Миколаївська обл.
2018,"Політична партія ""Нова держава""",3.85,Березанська районна рада,Миколаївська обл.
2020,Аграрна партія України,26.92,Ульяновська районна рада,Кіровоградська обл.
2023,"Політична Партія ""Опозиційний блок""",26.47,Ананьївська районна рада,Одеська обл.
2025,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",36.11,Балаклійська районна рада,Харківська обл.
2031,"політична партія Всеукраїнське об’єднання ""Батьківщина""",26.92,Ульяновська районна рада,Кіровоградська обл.
2032,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.23,Ульяновська районна рада,Кіровоградська обл.
2033,Радикальна партія Олега Ляшка,15.38,Ульяновська районна рада,Кіровоградська обл.
2034,"Політична Партія ""Опозиційний блок""",11.54,Ульяновська районна рада,Кіровоградська обл.
2044,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.47,Ананьївська районна рада,Одеська обл.
2045,"політична партія Всеукраїнське об’єднання ""Батьківщина""",23.53,Ананьївська районна рада,Одеська обл.
2046,Народна Партія,8.82,Ананьївська районна рада,Одеська обл.
2047,"Політична партія ""Наш край""",8.82,Ананьївська районна рада,Одеська обл.
2048,Радикальна партія Олега Ляшка,5.88,Ананьївська районна рада,Одеська обл.
2053,"Партія ""Відродження""",25.0,Балаклійська районна рада,Харківська обл.
2054,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.33,Балаклійська районна рада,Харківська обл.
2055,"ПОЛІТИЧНА ПАРТІЯ ""ВОЛОНТЕРСЬКА ПАРТІЯ УКРАЇНИ""",8.33,Балаклійська районна рада,Харківська обл.
2056,"Політична партія ""Сила людей""",5.56,Балаклійська районна рада,Харківська обл.
2057,Радикальна партія Олега Ляшка,5.56,Балаклійська районна рада,Харківська обл.
2062,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5.56,Балаклійська районна рада,Харківська обл.
2063,"Політична партія ""Наш край""",5.56,Балаклійська районна рада,Харківська обл.
2069,"Політична Партія ""Опозиційний блок""",53.85,Біловодська районна рада,Луганська обл.
2070,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Арбузинська районна рада,Миколаївська обл.
2071,Радикальна партія Олега Ляшка,23.53,Новомиргородська районна рада,Кіровоградська обл.
2072,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",26.92,Біловодська районна рада,Луганська обл.
2073,"Політична партія ""Наш край""",11.54,Біловодська районна рада,Луганська обл.
2074,"політична партія Всеукраїнське об’єднання ""Батьківщина""",7.69,Біловодська районна рада,Луганська обл.
2075,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.08,Новгородківська районна рада,Кіровоградська обл.
2076,"Політична партія ""Наш край""",19.23,Арбузинська районна рада,Миколаївська обл.
2077,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",15.38,Арбузинська районна рада,Миколаївська обл.
2078,"Політична Партія ""Опозиційний блок""",15.38,Арбузинська районна рада,Миколаївська обл.
2079,"політична партія Всеукраїнське об’єднання ""Батьківщина""",15.38,Арбузинська районна рада,Миколаївська обл.
2080,Аграрна партія України,7.69,Арбузинська районна рада,Миколаївська обл.
2081,Радикальна партія Олега Ляшка,3.85,Арбузинська районна рада,Миколаївська обл.
2082,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",23.53,Новомиргородська районна рада,Кіровоградська обл.
2083,"політична партія Всеукраїнське об’єднання ""Батьківщина""",20.59,Новомиргородська районна рада,Кіровоградська обл.
2084,"Політична партія ""Наш край""",14.71,Новомиргородська районна рада,Кіровоградська обл.
2085,"Політична Партія ""Опозиційний блок""",11.76,Новомиргородська районна рада,Кіровоградська обл.
2086,"Політична партія ""Європейська партія України""",5.88,Новомиргородська районна рада,Кіровоградська обл.
2087,"Політична Партія ""Опозиційний блок""",19.23,Новгородківська районна рада,Кіровоградська обл.
2088,"політична партія Всеукраїнське об’єднання ""Батьківщина""",19.23,Новгородківська районна рада,Кіровоградська обл.
2089,"Політична партія ""Наш край""",11.54,Новгородківська районна рада,Кіровоградська обл.
2090,Радикальна партія Олега Ляшка,7.69,Новгородківська районна рада,Кіровоградська обл.
2091,"Політична партія ""Об’єднання ""САМОПОМІЧ""",7.69,Новгородківська районна рада,Кіровоградська обл.
2094,"політична партія Всеукраїнське об’єднання ""Батьківщина""",35.29,Новоукраїнська районна рада,Кіровоградська обл.
2095,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",30.77,Новоархангельська районна рада,Кіровоградська обл.
2105,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",29.41,Новоукраїнська районна рада,Кіровоградська обл.
2106,"Політична Партія ""Опозиційний блок""",11.76,Новоукраїнська районна рада,Кіровоградська обл.
2107,Радикальна партія Олега Ляшка,11.76,Новоукраїнська районна рада,Кіровоградська обл.
2108,Партія Пенсіонерів України,5.88,Новоукраїнська районна рада,Кіровоградська обл.
2109,Народна Партія,15.38,Новоархангельська районна рада,Кіровоградська обл.
